conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,Beloit,"Ludwig, Natasha",,0,13,23,9,0,,0,0,0,0,1,1,1,0,0,1,02:00,0,0,0,0,0,0,1,53,98,151,.351,1.85,5,22,-17,16,,,,,,,,,,,,,,,,,,0,23,4,1,3,0.13,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,Beloit,"Gurr, Natalie",,0,14,24,6,0,,0,0,0,0,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,43,60,103,.417,1.40,2,29,-27,33,,,,,,,,,,,,,,,,,,0,22,1,1,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,Beloit,"Hoffman, Madi",,0,16,25,12,0,,0,0,0,0,0,0,2,0,0,4,08:00,0,0,0,0,0,0,4,1,4,5,.200,4.00,2,33,-31,8,,,,,,,,,,,,,,,,,,0,40,6,3,3,0.08,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,Beloit,"Hutchinson, Tate",,0,17,22,12,0,,0,0,0,0,0,0,0,0,0,8,16:00,0,0,0,0,0,0,8,0,0,0,NaN,0,10,18,-8,26,,,,,,,,,,,,,,,,,,0,11,1,1,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,Beloit,"Rutz, Bre",,0,19,1,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,Beloit,"Gruhlke, Addison",,0,20,25,12,0,,0,0,0,0,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,27,23,50,.540,0.85,5,20,-15,13,,,,,,,,,,,,,,,,,,0,33,5,3,2,0.06,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,Beloit,"Gruhlke, Kennedy",,0,21,25,2,0,,0,0,0,1,0,0,2,0,0,2,04:00,0,0,0,0,0,0,2,75,104,179,.419,1.39,5,27,-22,29,,,,,,,,,,,,,,,,,,0,19,6,2,4,0.21,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,Beloit,"Meschke, Corah",,0,22,17,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,1,8,-7,6,,,,,,,,,,,,,,,,,,0,7,0,0,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,Beloit,"Dixon, Claire",,0,23,25,14,0,,0,0,0,0,0,0,0,0,0,10,20:00,0,0,0,0,0,0,10,9,18,27,.333,2.00,9,27,-18,15,,,,,,,,,,,,,,,,,,0,19,4,4,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,Beloit,"Makela, Fianne",,0,24,21,7,0,,0,0,0,0,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,3,24,-21,20,,,,,,,,,,,,,,,,,,0,16,0,0,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,Beloit,"Vocke, April",,0,26,24,3,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,0,0,NaN,0,1,32,-31,14,,,,,,,,,,,,,,,,,,0,10,0,0,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,Beloit,"Bliss, Maddy",,0,1,13,11,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,13,710:57,56,476,19131721152115,0,1,1,0,11,2,0,.895,11,0,0,4.73,0,0,0,0,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,Beloit,"Soost, Zoey",,0,25,2,2,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,2,120:00,18,85,0000,0,0,1,0,5,1,0,.825,2,0,0,9.00,0,0,0,0,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,Beloit,"Quast, Janelle",,0,30,12,12,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,12,668:08,44,417,0000,0,1,1,0,10,0,0,.905,12,0,0,3.95,0,0,0,0,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,Beloit,"Laming, Zoe",,0,33,0,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,00:00,0,0,0000,0,0,0,0,0,0,0,.000,0,0,0,0.00,0,0,0,0,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Thoreson, Ella",,0,2,4,1,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,3,0,3,1,,,,,,,,,,,,,,,,,,0,6,2,2,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Krumholz, Madisyn",,0,3,27,10,0,,0,1,0,4,2,0,1,4,0,4,08:00,0,0,0,0,0,0,4,26,20,46,.565,0.77,30,8,22,6,,,,,,,,,,,,,,,,,,0,119,25,11,14,0.12,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Pioske, Gretta",,0,4,20,1,0,,0,0,0,0,1,0,0,1,0,1,02:00,0,0,0,0,0,0,1,8,6,14,.571,0.75,9,3,6,4,,,,,,,,,,,,,,,,,,0,21,4,2,2,0.10,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Hulter, Maddie",,0,5,27,9,0,,0,1,0,2,0,0,3,1,0,2,04:00,0,0,0,0,0,0,2,2,4,6,.333,2.00,35,5,30,12,,,,,,,,,,,,,,,,,,0,66,30,20,10,0.15,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Eykyn, Jess",,0,6,8,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,2,1,1,3,,,,,,,,,,,,,,,,,,0,9,1,1,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Bullert, Ava",,0,7,27,11,0,,0,1,0,1,1,1,0,1,0,4,08:00,0,0,0,0,0,0,4,4,2,6,.667,0.50,20,6,14,9,,,,,,,,,,,,,,,,,,0,50,7,3,4,0.08,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Bolt, Keira",,0,8,27,13,0,,0,0,0,1,0,0,0,1,0,4,08:00,0,0,0,0,0,0,4,0,0,0,NaN,0,26,6,20,16,,,,,,,,,,,,,,,,,,0,64,7,5,2,0.03,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Wiltse, Kylie",,0,9,27,7,0,,0,0,0,1,1,0,1,0,0,5,10:00,0,0,0,0,0,0,5,0,0,0,NaN,0,34,8,26,52,,,,,,,,,,,,,,,,,,0,57,18,13,5,0.09,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Moehle, Sam",,0,10,27,12,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,1,1,.000,0,27,4,23,19,,,,,,,,,,,,,,,,,,0,33,8,7,1,0.03,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Carstensen, Nora",,0,11,26,4,0,,0,1,0,1,1,0,0,1,0,4,08:00,0,0,0,0,0,0,4,71,81,152,.467,1.14,18,3,15,5,,,,,,,,,,,,,,,,,,0,44,16,10,6,0.14,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Bullert, Gabi",,0,12,1,1,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,2,0,2,0,,,,,,,,,,,,,,,,,,0,1,1,1,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Ballinger, Lauren",,0,13,27,6,0,,0,0,0,1,0,0,3,1,0,1,02:00,0,0,0,0,0,0,1,237,181,418,.567,0.76,10,5,5,10,,,,,,,,,,,,,,,,,,0,55,10,5,5,0.09,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Hansen, Adrienne",,0,14,27,12,0,,0,0,0,2,0,0,1,2,0,14,28:00,0,0,0,0,0,0,14,240,148,388,.619,0.62,31,8,23,9,,,,,,,,,,,,,,,,,,0,80,23,12,11,0.14,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Sandberg, McKenna",,0,15,21,3,0,,0,0,0,1,0,0,0,1,0,2,04:00,0,0,0,0,0,0,2,3,2,5,.600,0.67,10,3,7,9,,,,,,,,,,,,,,,,,,0,34,5,3,2,0.06,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Johansson, Ava",,0,16,25,4,0,,0,0,0,1,0,0,1,0,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,14,3,11,6,,,,,,,,,,,,,,,,,,0,32,9,4,5,0.16,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Hancock, Jordan",,0,17,26,4,0,,0,0,0,0,0,0,0,1,0,7,14:00,0,0,0,0,0,0,7,2,2,4,.500,1.00,16,8,8,15,,,,,,,,,,,,,,,,,,0,46,14,9,5,0.11,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Wagenbach, Ashley",,0,18,26,3,0,,0,0,0,0,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,32,12,20,19,,,,,,,,,,,,,,,,,,0,84,13,10,3,0.04,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"LeClaire, Allie",,0,19,1,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,2,0,2,0,,,,,,,,,,,,,,,,,,0,3,1,0,1,0.33,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Grossman, Josie",,0,20,24,3,0,,0,0,0,0,1,0,0,1,0,3,06:00,0,0,0,0,0,0,3,65,54,119,.546,0.83,15,5,10,10,,,,,,,,,,,,,,,,,,0,39,10,7,3,0.08,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Keller, Kenzie",,0,21,27,3,0,,0,0,0,3,0,0,4,3,0,9,18:00,0,0,0,0,0,0,9,180,147,327,.550,0.82,23,7,16,6,,,,,,,,,,,,,,,,,,0,81,23,10,13,0.16,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Mirwald, Rachel",,0,22,27,12,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,30,5,25,22,,,,,,,,,,,,,,,,,,0,18,8,7,1,0.06,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Lesch, Jana",,0,24,23,6,0,,0,1,0,2,1,0,0,2,0,3,06:00,0,0,0,0,0,0,3,1,0,1,1.000,100,22,5,17,12,,,,,,,,,,,,,,,,,,0,56,15,8,7,0.13,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Poehling, Harper",,0,25,18,3,0,,0,0,0,1,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,15,5,10,11,,,,,,,,,,,,,,,,,,0,27,5,4,1,0.04,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Vetter, Mathilde",,0,26,5,3,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,4,2,2,4,,,,,,,,,,,,,,,,,,0,3,0,0,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Schipper, Gracyn",,0,27,3,1,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,4,5,9,.444,1.25,1,0,1,0,,,,,,,,,,,,,,,,,,0,8,1,0,1,0.13,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Bradford, Julianne",,0,28,4,1,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,12,12,24,.500,1.00,2,0,2,1,,,,,,,,,,,,,,,,,,0,5,2,1,1,0.20,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Schmidt, Tori",,0,44,6,2,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,5,1,4,2,,,,,,,,,,,,,,,,,,0,17,1,1,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Burke, Kara",,0,53,1,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,3,3,6,.500,1.00,2,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Backmann, Alexa",,0,1,4,3,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,4,180:00,1,35,0000,0,1,0,0,0,0,0,.972,3,0,0,0.33,0,0,0,0,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Freije, Kambelle",,0,29,21,21,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,21,1258:25,30,441,55631263126,9,1,1,0,11,0,0,.936,21,0,0,1.43,0,0,0,0,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Swanson, Tegan",,0,30,4,2,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,4,119:07,2,17,0000,0,1,1,0,1,0,0,.895,2,0,0,1.01,0,0,0,0,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Eau Claire,"Moudry, Addison",,0,34,2,1,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,2,60:00,0,9,0000,1,1,0,0,0,0,0,1.000,1,0,0,0.00,0,0,0,0,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Pool, Sami",,0,2,14,0,0,,0,0,0,1,1,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,17,2,15,3,,,,,,,,,,,,,,,,,,0,42,8,6,2,0.05,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Kadrlik, Madison",,0,3,27,0,0,,0,1,0,3,1,0,3,3,1,2,04:00,0,0,0,0,0,0,2,1,3,4,.250,3.00,27,6,21,9,,,,,,,,,,,,,,,,,,0,86,22,9,13,0.15,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Riley, Brooklyn",,0,4,27,20,0,,0,0,0,0,0,0,5,1,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,38,5,33,9,,,,,,,,,,,,,,,,,,0,78,24,19,5,0.06,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Seleski, Addie",,0,5,27,2,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,2,0,2,1.000,200,33,12,21,11,,,,,,,,,,,,,,,,,,0,49,8,8,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Stephes, Izzy",,0,6,21,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,5,2,3,0,,,,,,,,,,,,,,,,,,0,13,3,2,1,0.08,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Jones, Kylie",,0,7,27,7,0,,0,0,0,1,1,0,2,0,0,4,08:00,0,0,0,0,0,0,4,0,2,2,.000,0,27,11,16,4,,,,,,,,,,,,,,,,,,0,68,21,12,9,0.13,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"McKenzie, Lily",,0,8,19,0,0,,0,0,0,1,0,0,0,1,0,0,00:00,0,0,0,0,0,0,0,58,47,105,.552,0.81,6,2,4,3,,,,,,,,,,,,,,,,,,0,24,4,2,2,0.08,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Smythe, Amanda",,0,9,20,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,2,0,2,1.000,200,2,3,-1,3,,,,,,,,,,,,,,,,,,0,6,2,1,1,0.17,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Goodreau, Megan",,0,10,27,25,0,,0,0,0,6,1,3,16,7,3,7,14:00,0,0,0,0,0,0,7,3,2,5,.600,0.67,50,6,44,5,,,,,,,,,,,,,,,,,,0,162,73,38,35,0.22,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Ronn, Kaitlyn",,0,11,26,3,0,,0,0,0,1,1,0,0,1,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,24,6,18,21,,,,,,,,,,,,,,,,,,0,49,13,11,2,0.04,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Bielenberg-Howarth, Kennedi",,0,12,27,3,0,,0,0,0,1,0,0,1,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,24,9,15,18,,,,,,,,,,,,,,,,,,0,59,4,3,1,0.02,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Larsen, Alexis",,0,13,22,0,0,,0,0,0,0,0,0,0,1,0,1,02:00,0,0,0,0,0,0,1,25,31,56,.446,1.24,6,4,2,1,,,,,,,,,,,,,,,,,,0,27,2,1,1,0.04,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Lavergne, Madison",,0,14,27,2,0,,0,1,0,1,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,0,1,1,.000,0,21,9,12,4,,,,,,,,,,,,,,,,,,0,58,10,7,3,0.05,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Bell, Katherine",,0,15,23,2,0,,0,0,0,2,1,0,0,1,0,5,10:00,0,0,0,0,0,0,5,182,119,301,.605,0.65,28,4,24,5,,,,,,,,,,,,,,,,,,0,72,18,10,8,0.11,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Aure, MaKenna",,0,17,24,21,0,,0,0,0,1,1,0,6,1,0,5,10:00,0,0,0,0,0,0,5,0,0,0,NaN,0,29,6,23,26,,,,,,,,,,,,,,,,,,0,85,37,24,13,0.15,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Kadrlik, Makenna",,0,18,22,3,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,24,5,19,4,,,,,,,,,,,,,,,,,,0,37,8,7,1,0.03,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Lindquist, Cahlilah",,0,20,13,2,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,13,3,10,10,,,,,,,,,,,,,,,,,,0,25,8,8,0,0.00,0,0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Hess, Sophia",,0,21,27,25,0,,0,0,0,1,2,1,6,2,2,6,12:00,0,0,0,0,0,0,6,369,251,620,.595,0.68,49,8,41,14,,,,,,,,,,,,,,,,,,0,125,56,30,26,0.21,0,0
